MFR URL,Ref URL 1,Ref URL 2,Ref URL 3,Ref URL 4,Ref URL 5,PART_NUMBER,Dept,Class,Fine,SKU - MY_PART_NUMBER,Mfg_Part_Num,Part_Desc,E1_Brand,Unilog_Brand,DIB_Brand,Part_Manuf,MANUFACTURER_NAME,BRAND_NAME,TRADE_NAME,MANUFACTURER_PART_NUMBER,ALTERNATE_PART_NUMBER,Classpath,MOBILE_DESC,INVOICE_DESC,SHORT_DESC,LONG_DESC1,RETAIL_DESC,MARKETING_DESCRIPTION,ITEM_FEATURES_1,ITEM_FEATURES_2,ITEM_FEATURES_3,ITEM_FEATURES_4,ITEM_FEATURES_5,ITEM_FEATURES_6,ITEM_FEATURES_7,ITEM_FEATURES_8,ITEM_FEATURES_9,ITEM_FEATURES_10,ITEM_FEATURES_11,ITEM_FEATURES_12,ITEM_FEATURES_13,ITEM_FEATURES_14,ITEM_FEATURES_15,ITEM_FEATURES_16,ITEM_FEATURES_17,ITEM_FEATURES_18,ITEM_FEATURES_19,ITEM_FEATURES_20,With,Standard/Approvals,Prop 65,Application,Includes,Product Name,ATTRIBUTE_LABEL 1,ATTRIBUTE_VALUE 1,ATTRIBUTE_UOM 1,ATTRIBUTE_LABEL 2,ATTRIBUTE_VALUE 2,ATTRIBUTE_UOM 2,ATTRIBUTE_LABEL 3,ATTRIBUTE_VALUE 3,ATTRIBUTE_UOM 3,ATTRIBUTE_LABEL 4,ATTRIBUTE_VALUE 4,ATTRIBUTE_UOM 4,ATTRIBUTE_LABEL 5,ATTRIBUTE_VALUE 5,ATTRIBUTE_UOM 5,ATTRIBUTE_LABEL 6,ATTRIBUTE_VALUE 6,ATTRIBUTE_UOM 6,ATTRIBUTE_LABEL 7,ATTRIBUTE_VALUE 7,ATTRIBUTE_UOM 7,ATTRIBUTE_LABEL 8,ATTRIBUTE_VALUE 8,ATTRIBUTE_UOM 8,ATTRIBUTE_LABEL 9,ATTRIBUTE_VALUE 9,ATTRIBUTE_UOM 9,ATTRIBUTE_LABEL 10,ATTRIBUTE_VALUE 10,ATTRIBUTE_UOM 10,ATTRIBUTE_LABEL 11,ATTRIBUTE_VALUE 11,ATTRIBUTE_UOM 11,ATTRIBUTE_LABEL 12,ATTRIBUTE_VALUE 12,ATTRIBUTE_UOM 12,ATTRIBUTE_LABEL 13,ATTRIBUTE_VALUE 13,ATTRIBUTE_UOM 13,ATTRIBUTE_LABEL 14,ATTRIBUTE_VALUE 14,ATTRIBUTE_UOM 14,ATTRIBUTE_LABEL 15,ATTRIBUTE_VALUE 15,ATTRIBUTE_UOM 15,ATTRIBUTE_LABEL 16,ATTRIBUTE_VALUE 16,ATTRIBUTE_UOM 16,ATTRIBUTE_LABEL 17,ATTRIBUTE_VALUE 17,ATTRIBUTE_UOM 17,ATTRIBUTE_LABEL 18,ATTRIBUTE_VALUE 18,ATTRIBUTE_UOM 18,ATTRIBUTE_LABEL 19,ATTRIBUTE_VALUE 19,ATTRIBUTE_UOM 19,ATTRIBUTE_LABEL 20,ATTRIBUTE_VALUE 20,ATTRIBUTE_UOM 20,ATTRIBUTE_LABEL 21,ATTRIBUTE_VALUE 21,ATTRIBUTE_UOM 21,ATTRIBUTE_LABEL 22,ATTRIBUTE_VALUE 22,ATTRIBUTE_UOM 22,ATTRIBUTE_LABEL 23,ATTRIBUTE_VALUE 23,ATTRIBUTE_UOM 23,ATTRIBUTE_LABEL 24,ATTRIBUTE_VALUE 24,ATTRIBUTE_UOM 24,ATTRIBUTE_LABEL 25,ATTRIBUTE_VALUE 25,ATTRIBUTE_UOM 25,ATTRIBUTE_LABEL 26,ATTRIBUTE_VALUE 26,ATTRIBUTE_UOM 26,ATTRIBUTE_LABEL 27,ATTRIBUTE_VALUE 27,ATTRIBUTE_UOM 27,ATTRIBUTE_LABEL 28,ATTRIBUTE_VALUE 28,ATTRIBUTE_UOM 28,ATTRIBUTE_LABEL 29,ATTRIBUTE_VALUE 29,ATTRIBUTE_UOM 29,ATTRIBUTE_LABEL 30,ATTRIBUTE_VALUE 30,ATTRIBUTE_UOM 30,ATTRIBUTE_LABEL 31,ATTRIBUTE_VALUE 31,ATTRIBUTE_UOM 31,ATTRIBUTE_LABEL 32,ATTRIBUTE_VALUE 32,ATTRIBUTE_UOM 32,ATTRIBUTE_LABEL 33,ATTRIBUTE_VALUE 33,ATTRIBUTE_UOM 33,ATTRIBUTE_LABEL 34,ATTRIBUTE_VALUE 34,ATTRIBUTE_UOM 34,ATTRIBUTE_LABEL 35,ATTRIBUTE_VALUE 35,ATTRIBUTE_UOM 35,ATTRIBUTE_LABEL 36,ATTRIBUTE_VALUE 36,ATTRIBUTE_UOM 36,ATTRIBUTE_LABEL 37,ATTRIBUTE_VALUE 37,ATTRIBUTE_UOM 37,ATTRIBUTE_LABEL 38,ATTRIBUTE_VALUE 38,ATTRIBUTE_UOM 38,ATTRIBUTE_LABEL 39,ATTRIBUTE_VALUE 39,ATTRIBUTE_UOM 39,ATTRIBUTE_LABEL 40,ATTRIBUTE_VALUE 40,ATTRIBUTE_UOM 40,ATTRIBUTE_LABEL 41,ATTRIBUTE_VALUE 41,ATTRIBUTE_UOM 41,ATTRIBUTE_LABEL 42,ATTRIBUTE_VALUE 42,ATTRIBUTE_UOM 42,ATTRIBUTE_LABEL 43,ATTRIBUTE_VALUE 43,ATTRIBUTE_UOM 43,ATTRIBUTE_LABEL 44,ATTRIBUTE_VALUE 44,ATTRIBUTE_UOM 44,ATTRIBUTE_LABEL 45,ATTRIBUTE_VALUE 45,ATTRIBUTE_UOM 45,ATTRIBUTE_LABEL 46,ATTRIBUTE_VALUE 46,ATTRIBUTE_UOM 46,ATTRIBUTE_LABEL 47,ATTRIBUTE_VALUE 47,ATTRIBUTE_UOM 47,ATTRIBUTE_LABEL 48,ATTRIBUTE_VALUE 48,ATTRIBUTE_UOM 48,ATTRIBUTE_LABEL 49,ATTRIBUTE_VALUE 49,ATTRIBUTE_UOM 49,ATTRIBUTE_LABEL 50,ATTRIBUTE_VALUE 50,ATTRIBUTE_UOM 50,UPC,EAN,GTIN,UNSPSC,Warranty,List Price,Selling Qty,Selling UOM,Standard Packaging Information,LENGTH,LENGTH_UOM,HEIGHT,HEIGHT_UOM,WIDTH,WIDTH_UOM,WEIGHT,WEIGHT_UOM,VOLUME,VOLUME_UOM,Product Image,Alternate Image 1,Alternate Image 2,Alternate Image 3,Alternate Image 4,SDS,SDS_1,Warranty Information,Catalog,Specification Sheet,Instruction/Installation Manual,Service Manual,Owners/User Manual,Line Drawing,MTR,RoHS,Full Engineering Drawing,Energy Star Guide,Technical Bulletin,Submittal,Compatibility Chart,Size Chart,Product Label/Insert,Video Link,Video Link 1,Country Of Origin,Discontinued,Actual Image (Yes/No) 
,,,,,,20000147,General Merchandise,Unclassified,General Industrial,1500147,AGB15520CG,1x6-20' Castle Gate Grooved - Landmark Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520CG,,General Industrial>Unclassified,TIMBERTECH AGB15520CG General Industrial,AGB15520CG General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520CG General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520CG General Industrial. Manufacturer Part Number: AGB15520CG. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520CG General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520CG General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000148,General Merchandise,Unclassified,General Industrial,1500148,AGB15512FW,1x6-12' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512FW,,General Industrial>Unclassified,TIMBERTECH AGB15512FW General Industrial,AGB15512FW General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512FW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512FW General Industrial. Manufacturer Part Number: AGB15512FW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512FW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512FW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000149,General Merchandise,Unclassified,General Industrial,1500149,AGB15516FW,1x6-16' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516FW,,General Industrial>Unclassified,TIMBERTECH AGB15516FW General Industrial,AGB15516FW General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516FW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516FW General Industrial. Manufacturer Part Number: AGB15516FW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516FW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516FW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000150,General Merchandise,Unclassified,General Industrial,1500150,AGB15520FW,1x6-20' French White Oak Groov - Landmark Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520FW,,General Industrial>Unclassified,TIMBERTECH AGB15520FW General Industrial,AGB15520FW General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520FW General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520FW General Industrial. Manufacturer Part Number: AGB15520FW. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520FW General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520FW General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000151,General Merchandise,Unclassified,General Industrial,1500151,ADCB15516BS,1x6-16' Brownstone Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADCB15516BS,,General Industrial>Unclassified,TIMBERTECH ADCB15516BS General Industria,ADCB15516BS General Industrial,"TIMBERTECH Mirka Abrasives Inc ADCB15516BS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADCB15516BS General Industrial. Manufacturer Part Number: ADCB15516BS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADCB15516BS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADCB15516BS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000152,General Merchandise,Unclassified,General Industrial,1500152,ADCB15520BS,1x6-20' Brownstone Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADCB15520BS,,General Industrial>Unclassified,TIMBERTECH ADCB15520BS General Industria,ADCB15520BS General Industrial,"TIMBERTECH Mirka Abrasives Inc ADCB15520BS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADCB15520BS General Industrial. Manufacturer Part Number: ADCB15520BS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADCB15520BS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADCB15520BS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000153,General Merchandise,Unclassified,General Industrial,1500153,ADCB15516SG,1x6-16' Slate Gray Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADCB15516SG,,General Industrial>Unclassified,TIMBERTECH ADCB15516SG General Industria,ADCB15516SG General Industrial,"TIMBERTECH Mirka Abrasives Inc ADCB15516SG General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADCB15516SG General Industrial. Manufacturer Part Number: ADCB15516SG. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADCB15516SG General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADCB15516SG General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000154,General Merchandise,Unclassified,General Industrial,1500154,ADCB15520SG,1x6-20' Slate Gray Sq Edge - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,ADCB15520SG,,General Industrial>Unclassified,TIMBERTECH ADCB15520SG General Industria,ADCB15520SG General Industrial,"TIMBERTECH Mirka Abrasives Inc ADCB15520SG General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc ADCB15520SG General Industrial. Manufacturer Part Number: ADCB15520SG. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc ADCB15520SG General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc ADCB15520SG General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000155,General Merchandise,Unclassified,General Industrial,1500155,AGB15512BS,1x6-12' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512BS,,General Industrial>Unclassified,TIMBERTECH AGB15512BS General Industrial,AGB15512BS General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512BS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512BS General Industrial. Manufacturer Part Number: AGB15512BS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512BS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512BS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000156,General Merchandise,Unclassified,General Industrial,1500156,AGB15516BS,1x6-16' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516BS,,General Industrial>Unclassified,TIMBERTECH AGB15516BS General Industrial,AGB15516BS General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516BS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516BS General Industrial. Manufacturer Part Number: AGB15516BS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516BS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516BS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000157,General Merchandise,Unclassified,General Industrial,1500157,AGB15520BS,1x6-20' Brownstone Grooved - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520BS,,General Industrial>Unclassified,TIMBERTECH AGB15520BS General Industrial,AGB15520BS General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520BS General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520BS General Industrial. Manufacturer Part Number: AGB15520BS. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520BS General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520BS General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000158,General Merchandise,Unclassified,General Industrial,1500158,AGB15512SG,1x6-12' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15512SG,,General Industrial>Unclassified,TIMBERTECH AGB15512SG General Industrial,AGB15512SG General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15512SG General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15512SG General Industrial. Manufacturer Part Number: AGB15512SG. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15512SG General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15512SG General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000159,General Merchandise,Unclassified,General Industrial,1500159,AGB15516SG,1x6-16' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15516SG,,General Industrial>Unclassified,TIMBERTECH AGB15516SG General Industrial,AGB15516SG General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15516SG General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15516SG General Industrial. Manufacturer Part Number: AGB15516SG. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15516SG General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15516SG General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000160,General Merchandise,Unclassified,General Industrial,1500160,AGB15520SG,1x6-20' Slate Gray Grooved - Harvest Azek PVC Decking,TIMBERTECH,TIMBERTECH,TIMBERTECH,Mirka Abrasives Inc,Mirka Abrasives Inc,TIMBERTECH,,AGB15520SG,,General Industrial>Unclassified,TIMBERTECH AGB15520SG General Industrial,AGB15520SG General Industrial,"TIMBERTECH Mirka Abrasives Inc AGB15520SG General Industrial - Color: Standard,","TIMBERTECH Mirka Abrasives Inc AGB15520SG General Industrial. Manufacturer Part Number: AGB15520SG. Features & Specifications: Color: Standard, Material: Steel.","TIMBERTECH Mirka Abrasives Inc AGB15520SG General Industrial. Color: Standard, Material: Steel","High quality TIMBERTECH Mirka Abrasives Inc AGB15520SG General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000161,General Merchandise,Unclassified,General Industrial,1500161,543140016,1nx6-16' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,TREX,TREX,Appliance Dealers Cooperative,Appliance Dealers Cooperative,TREX,,543140016,,General Industrial>Unclassified,TREX 543140016 General Industrial,543140016 General Industrial,TREX Appliance Dealers Cooperative 543140016 General Industrial - Color: Standar,"TREX Appliance Dealers Cooperative 543140016 General Industrial. Manufacturer Part Number: 543140016. Features & Specifications: Color: Standard, Material: Steel.","TREX Appliance Dealers Cooperative 543140016 General Industrial. Color: Standard, Material: Steel","High quality TREX Appliance Dealers Cooperative 543140016 General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
,,,,,,20000162,General Merchandise,Unclassified,General Industrial,1500162,543140020,1nx6-20' Biscayne Sq Edge - Trex Transcend Lineage Decking,TREX,TREX,TREX,Appliance Dealers Cooperative,Appliance Dealers Cooperative,TREX,,543140020,,General Industrial>Unclassified,TREX 543140020 General Industrial,543140020 General Industrial,TREX Appliance Dealers Cooperative 543140020 General Industrial - Color: Standar,"TREX Appliance Dealers Cooperative 543140020 General Industrial. Manufacturer Part Number: 543140020. Features & Specifications: Color: Standard, Material: Steel.","TREX Appliance Dealers Cooperative 543140020 General Industrial. Color: Standard, Material: Steel","High quality TREX Appliance Dealers Cooperative 543140020 General Industrial. Built to industry standards. Specifications: Color: Standard, Material: Steel.",,,,,,,,,,,,,,,,,,,,,,,,,,General Industrial,Color,Standard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No
